,Precision,PrecisionT,Recall,RecallT,Fscore,FscoreT,Acc
0,0.9707520891364902,0.9681440443213296,0.9680555555555556,0.9708333333333333,0.9694019471488179,0.9694868238557558,0.9694444444444444
1,0.9522510231923602,0.9688826025459689,0.9694444444444444,0.9513888888888888,0.9607708189951825,0.9600560616678346,0.9604166666666667
2,0.9804195804195804,0.9737931034482759,0.9736111111111111,0.9805555555555555,0.9770034843205574,0.9771626297577853,0.9770833333333333
3,0.9762900976290098,0.9723374827109267,0.9722222222222222,0.9763888888888889,0.9742519137091162,0.9743589743589743,0.9743055555555555
4,0.9602739726027397,0.9732394366197183,0.9736111111111111,0.9597222222222223,0.966896551724138,0.9664335664335664,0.9666666666666667
